"nomscientifiqueref";"nomvernaculaire";"cdnom";"espece";"genre";"famille";"especeevalueelr";"especereglementee";"dateobservation";"codeinseecommune";"annee"
"Emberiza cirlus";"Bruant zizi";4659;"Emberiza cirlus";"Emberiza";"Emberizidae";"false";"false";"2014-04-06";10224;2014
"Columba palumbus";"Pigeon ramier";3424;"Columba palumbus";"Columba";"Columbidae";"false";"true";"2014-03-18";67282;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-01-09";52250;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-06-07";51373;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-02-14";68029;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-01-29";68156;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"false";"true";"2014-06-03";52250;2014
"Garrulus glandarius";"Geai des chênes";4466;"Garrulus glandarius";"Garrulus";"Corvidae";"true";"false";"2014-03-23";10104;2014
"Corvus corone";"Corneille noire";4503;"Corvus corone";"Corvus";"Corvidae";"true";"false";"2014-01-19";10224;2014
"Poecile palustris";"Mésange nonnette";534753;"Poecile palustris";"Poecile";"Paridae";"true";"false";"2014-02-09";52250;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-11-15";68058;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"true";"false";"2014-02-06";51242;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-03-02";51028;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"true";"false";"2014-12-26";51108;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-10-18";52250;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"true";"false";"2014-01-10";8105;2014
"Linaria cannabina";"Linotte mélodieuse";889047;"Linaria cannabina";"Linaria";"Fringillidae";"false";"false";"2014-05-24";10224;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-01-25";51027;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-04-05";68375;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-10-10";52121;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-12-31";51242;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-02-20";52250;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-05-14";52250;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-04-23";68029;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-08-25";68029;2014
"Turdus viscivorus";"Grive draine";4142;"Turdus viscivorus";"Turdus";"Turdidae";"true";"false";"2014-01-04";10224;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"false";"true";"2014-03-02";68375;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-04-13";68029;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-11-06";68318;2014
"Prunella modularis";"Accenteur mouchet";3978;"Prunella modularis";"Prunella";"Prunellidae";"false";"false";"2014-12-28";52194;2014
"Phoenicurus phoenicurus";"Rougequeue à front blanc";4040;"Phoenicurus phoenicurus";"Phoenicurus";"Muscicapidae";"true";"false";"2014-05-24";67482;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"true";"false";"2014-01-25";67544;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-04-29";68029;2014
"Columba livia";"Pigeon biset";3420;"Columba livia";"Columba";"Columbidae";"false";"true";"2014-09-04";68029;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-12-04";52250;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"false";"false";"2014-12-29";10232;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-05-20";67331;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"true";"false";"2014-12-26";10224;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"false";"false";"2014-05-24";51312;2014
"Columba livia";"Pigeon biset";3420;"Columba livia";"Columba";"Columbidae";"false";"true";"2014-01-15";52265;2014
"Spinus spinus";"Tarin des aulnes";889056;"Spinus spinus";"Spinus";"Fringillidae";"false";"false";"2014-01-25";67551;2014
"Fringilla montifringilla";"Pinson du nord, Pinson des Ardennes";4568;"Fringilla montifringilla";"Fringilla";"Fringillidae";"false";"false";"2014-01-06";68029;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"false";"false";"2014-02-02";67263;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-01-26";8024;2014
"Regulus regulus";"Roitelet huppé";4308;"Regulus regulus";"Regulus";"Regulidae";"true";"false";"2014-02-17";51249;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"false";"true";"2014-03-18";8039;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-01-04";51266;2014
"Sylvia atricapilla";"Fauvette à tête noire";4257;"Sylvia atricapilla";"Sylvia";"Sylviidae";"true";"false";"2014-08-19";68029;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"false";"false";"2014-05-25";8403;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"false";"false";"2014-01-15";8420;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"true";"false";"2014-01-25";10053;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-09-07";68029;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-03-07";68316;2014
"Garrulus glandarius";"Geai des chênes";4466;"Garrulus glandarius";"Garrulus";"Corvidae";"true";"false";"2014-05-25";52265;2014
"Phoenicurus ochruros";"Rougequeue noir";4035;"Phoenicurus ochruros";"Phoenicurus";"Muscicapidae";"false";"false";"2014-03-17";67382;2014
"Carduelis carduelis";"Chardonneret élégant";4583;"Carduelis carduelis";"Carduelis";"Fringillidae";"false";"false";"2014-02-03";68316;2014
"Emberiza cirlus";"Bruant zizi";4659;"Emberiza cirlus";"Emberiza";"Emberizidae";"false";"false";"2014-05-01";51249;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-05-26";68029;2014
"Prunella modularis";"Accenteur mouchet";3978;"Prunella modularis";"Prunella";"Prunellidae";"true";"false";"2014-12-10";52265;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-03-14";68029;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-12-13";52250;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-01-24";51161;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-01-26";10122;2014
"Corvus corone";"Corneille noire";4503;"Corvus corone";"Corvus";"Corvidae";"true";"false";"2014-04-15";52250;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"false";"false";"2014-10-17";68029;2014
"Carduelis carduelis";"Chardonneret élégant";4583;"Carduelis carduelis";"Carduelis";"Fringillidae";"true";"false";"2014-08-02";68051;2014
"Picus viridis";"Pic vert, Pivert";3603;"Picus viridis";"Picus";"Picidae";"true";"false";"2014-02-12";68089;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-02-26";68116;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-03-19";52250;2014
"Columba livia";"Pigeon biset";3420;"Columba livia";"Columba";"Columbidae";"false";"true";"2014-09-30";68029;2014
"Troglodytes troglodytes";"Troglodyte mignon";3967;"Troglodytes troglodytes";"Troglodytes";"Troglodytidae";"false";"false";"2014-01-04";10224;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"true";"false";"2014-04-01";8039;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-01-25";51242;2014
"Carduelis carduelis";"Chardonneret élégant";4583;"Carduelis carduelis";"Carduelis";"Fringillidae";"false";"false";"2014-03-01";52250;2014
"Phylloscopus collybita";"Pouillot véloce";4280;"Phylloscopus collybita";"Phylloscopus";"Phylloscopidae";"false";"false";"2014-10-17";68029;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"false";"false";"2014-03-13";68029;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"false";"false";"2014-04-28";52250;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-04-05";51028;2014
"Phoenicurus ochruros";"Rougequeue noir";4035;"Phoenicurus ochruros";"Phoenicurus";"Muscicapidae";"true";"false";"2014-05-25";52497;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"true";"false";"2014-01-03";68029;2014
"Motacilla alba";"Bergeronnette grise";3941;"Motacilla alba";"Motacilla";"Motacillidae";"false";"false";"2014-09-30";67502;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"false";"false";"2014-01-25";52250;2014
"Carduelis carduelis";"Chardonneret élégant";4583;"Carduelis carduelis";"Carduelis";"Fringillidae";"false";"false";"2014-04-01";68316;2014
"Prunella modularis";"Accenteur mouchet";3978;"Prunella modularis";"Prunella";"Prunellidae";"true";"false";"2014-06-15";52123;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"true";"false";"2014-02-27";67218;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"true";"false";"2014-04-13";8472;2014
"Columba palumbus";"Pigeon ramier";3424;"Columba palumbus";"Columba";"Columbidae";"false";"true";"2014-04-02";10224;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"false";"false";"2014-03-23";52250;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"false";"false";"2014-12-29";8328;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-01-16";68029;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"false";"false";"2014-01-28";8039;2014
"Sylvia atricapilla";"Fauvette à tête noire";4257;"Sylvia atricapilla";"Sylvia";"Sylviidae";"false";"false";"2014-05-25";51048;2014
"Linaria cannabina";"Linotte mélodieuse";889047;"Linaria cannabina";"Linaria";"Fringillidae";"true";"false";"2014-06-15";51047;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"false";"false";"2014-11-07";67502;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-01-25";10231;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-01-26";10343;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-12-22";52250;2014
"Phoenicurus phoenicurus";"Rougequeue à front blanc";4040;"Phoenicurus phoenicurus";"Phoenicurus";"Muscicapidae";"false";"false";"2014-06-07";51373;2014
"Phylloscopus collybita";"Pouillot véloce";4280;"Phylloscopus collybita";"Phylloscopus";"Phylloscopidae";"false";"false";"2014-06-22";10104;2014
"Accipiter nisus";"Épervier d'Europe";2895;"Accipiter nisus";"Accipiter";"Accipitridae";"false";"false";"2014-04-02";52265;2014
"Corvus corone";"Corneille noire";4503;"Corvus corone";"Corvus";"Corvidae";"true";"false";"2014-02-06";10343;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-09-21";10104;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-03-15";52265;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-02-26";52250;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-01-03";52250;2014
"Columba livia";"Pigeon biset";3420;"Columba livia";"Columba";"Columbidae";"false";"true";"2014-08-03";51454;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"true";"false";"2014-03-04";51028;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-08-24";68029;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-06-15";67544;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-01-17";52250;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"false";"false";"2014-01-26";68201;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-02-26";52265;2014
"Pyrrhula pyrrhula";"Bouvreuil pivoine";4619;"Pyrrhula pyrrhula";"Pyrrhula";"Fringillidae";"false";"false";"2014-01-24";8328;2014
"Certhia brachydactyla";"Grimpereau des jardins";3791;"Certhia brachydactyla";"Certhia";"Certhiidae";"true";"false";"2014-05-04";10224;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"true";"false";"2014-03-02";68375;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-02-26";68058;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-07-14";51373;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-07-05";8403;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-06-23";51108;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"false";"false";"2014-04-06";10224;2014
"Phoenicurus ochruros";"Rougequeue noir";4035;"Phoenicurus ochruros";"Phoenicurus";"Muscicapidae";"false";"false";"2014-05-25";52047;2014
"Sturnus vulgaris";"Étourneau sansonnet";4516;"Sturnus vulgaris";"Sturnus";"Sturnidae";"false";"true";"2014-01-25";10271;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"true";"false";"2014-03-02";8039;2014
"Sturnus vulgaris";"Étourneau sansonnet";4516;"Sturnus vulgaris";"Sturnus";"Sturnidae";"false";"true";"2014-05-25";10372;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"true";"false";"2014-05-25";10301;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-01-26";51193;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-04-20";52250;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"false";"false";"2014-01-22";68316;2014
"Phoenicurus ochruros";"Rougequeue noir";4035;"Phoenicurus ochruros";"Phoenicurus";"Muscicapidae";"true";"false";"2014-08-17";10104;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"false";"false";"2014-03-09";8039;2014
"Phoenicurus ochruros";"Rougequeue noir";4035;"Phoenicurus ochruros";"Phoenicurus";"Muscicapidae";"false";"false";"2014-03-24";52121;2014
"Carduelis carduelis";"Chardonneret élégant";4583;"Carduelis carduelis";"Carduelis";"Fringillidae";"true";"false";"2014-04-18";52449;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-01-23";10061;2014
"Corvus corone";"Corneille noire";4503;"Corvus corone";"Corvus";"Corvidae";"true";"false";"2014-10-13";52250;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"true";"false";"2014-03-16";10224;2014
"Picus viridis";"Pic vert, Pivert";3603;"Picus viridis";"Picus";"Picidae";"true";"false";"2014-09-19";68029;2014
"Linaria cannabina";"Linotte mélodieuse";889047;"Linaria cannabina";"Linaria";"Fringillidae";"true";"false";"2014-07-12";10224;2014
"Fringilla montifringilla";"Pinson du nord, Pinson des Ardennes";4568;"Fringilla montifringilla";"Fringilla";"Fringillidae";"false";"false";"2014-01-19";68029;2014
"Corvus monedula";"Choucas des tours";4496;"Corvus monedula";"Corvus";"Corvidae";"false";"true";"2014-11-16";52123;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-02-01";52250;2014
"Phylloscopus collybita";"Pouillot véloce";4280;"Phylloscopus collybita";"Phylloscopus";"Phylloscopidae";"true";"false";"2014-06-26";10224;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-06-29";68278;2014
"Troglodytes troglodytes";"Troglodyte mignon";3967;"Troglodytes troglodytes";"Troglodytes";"Troglodytidae";"false";"true";"2014-01-12";8034;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"false";"false";"2014-02-26";51046;2014
"Phoenicurus phoenicurus";"Rougequeue à front blanc";4040;"Phoenicurus phoenicurus";"Phoenicurus";"Muscicapidae";"false";"false";"2014-07-12";10224;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-04-20";68278;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-11-30";52121;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"false";"false";"2014-01-10";8105;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-12-29";52265;2014
"Sturnus vulgaris";"Étourneau sansonnet";4516;"Sturnus vulgaris";"Sturnus";"Sturnidae";"true";"false";"2014-03-09";10224;2014
"Corvus corone";"Corneille noire";4503;"Corvus corone";"Corvus";"Corvidae";"true";"false";"2014-10-10";67382;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"true";"false";"2014-02-28";68316;2014
"Picus viridis";"Pic vert, Pivert";3603;"Picus viridis";"Picus";"Picidae";"true";"false";"2014-05-25";10061;2014
"Corvus monedula";"Choucas des tours";4496;"Corvus monedula";"Corvus";"Corvidae";"false";"false";"2014-05-17";52250;2014
"Passer montanus";"Moineau friquet";4532;"Passer montanus";"Passer";"Passeridae";"false";"false";"2014-05-11";67331;2014
"Picus viridis";"Pic vert, Pivert";3603;"Picus viridis";"Picus";"Picidae";"true";"false";"2014-03-23";10104;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"true";"false";"2014-01-26";68089;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-11-16";52250;2014
"Hirundo rustica";"Hirondelle rustique, Hirondelle de cheminée";3696;"Hirundo rustica";"Hirundo";"Hirundinidae";"true";"false";"2014-05-24";10104;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"false";"false";"2014-11-19";52250;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-10-15";52121;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"true";"false";"2014-09-16";52265;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"false";"false";"2014-03-02";51266;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-01-18";52250;2014
"Corvus monedula";"Choucas des tours";4496;"Corvus monedula";"Corvus";"Corvidae";"true";"false";"2014-05-03";52250;2014
"Corvus corone";"Corneille noire";4503;"Corvus corone";"Corvus";"Corvidae";"true";"false";"2014-11-01";51454;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-01-31";51108;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-03-07";68010;2014
"Phoenicurus ochruros";"Rougequeue noir";4035;"Phoenicurus ochruros";"Phoenicurus";"Muscicapidae";"true";"false";"2014-05-06";52411;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"true";"false";"2014-12-01";10232;2014
"Prunella modularis";"Accenteur mouchet";3978;"Prunella modularis";"Prunella";"Prunellidae";"true";"false";"2014-01-26";67544;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-01-09";51028;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-04-02";52265;2014
"Dendrocopos major";"Pic épeiche";3611;"Dendrocopos major";"Dendrocopos";"Picidae";"false";"false";"2014-11-29";52250;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-01-26";67339;2014
"Poecile palustris";"Mésange nonnette";534753;"Poecile palustris";"Poecile";"Paridae";"true";"false";"2014-01-04";51266;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-11-15";52250;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"true";"false";"2014-10-16";68029;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"true";"false";"2014-01-26";67112;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"false";"false";"2014-02-04";51108;2014
"Motacilla alba";"Bergeronnette grise";3941;"Motacilla alba";"Motacilla";"Motacillidae";"false";"false";"2014-12-11";10224;2014
"Sturnus vulgaris";"Étourneau sansonnet";4516;"Sturnus vulgaris";"Sturnus";"Sturnidae";"false";"true";"2014-01-02";52250;2014
"Columba livia";"Pigeon biset";3420;"Columba livia";"Columba";"Columbidae";"true";"false";"2014-12-29";52265;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"false";"false";"2014-02-13";51108;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-04-21";68029;2014
"Prunella modularis";"Accenteur mouchet";3978;"Prunella modularis";"Prunella";"Prunellidae";"false";"false";"2014-01-26";68316;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-02-17";68029;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"false";"true";"2014-01-25";10224;2014
"Turdus philomelos";"Grive musicienne";4129;"Turdus philomelos";"Turdus";"Turdidae";"true";"false";"2014-10-02";68029;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-02-18";10253;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-02-01";68156;2014
"Phoenicurus ochruros";"Rougequeue noir";4035;"Phoenicurus ochruros";"Phoenicurus";"Muscicapidae";"false";"false";"2014-07-29";67462;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"false";"true";"2014-01-26";51242;2014
"Columba palumbus";"Pigeon ramier";3424;"Columba palumbus";"Columba";"Columbidae";"false";"true";"2014-01-26";8151;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-01-26";10224;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-02-11";67247;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"false";"false";"2014-02-24";51108;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-03-02";10104;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"true";"false";"2014-12-29";52265;2014
"Sitta europaea";"Sittelle torchepot";3774;"Sitta europaea";"Sitta";"Sittidae";"true";"false";"2014-11-04";68316;2014
"Sylvia atricapilla";"Fauvette à tête noire";4257;"Sylvia atricapilla";"Sylvia";"Sylviidae";"true";"false";"2014-05-25";51242;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"false";"true";"2014-04-06";51277;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-01-15";68029;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-05-25";10061;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-01-26";10362;2014
"Poecile palustris";"Mésange nonnette";534753;"Poecile palustris";"Poecile";"Paridae";"false";"false";"2014-10-29";52250;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"true";"false";"2014-01-28";68029;2014
"Garrulus glandarius";"Geai des chênes";4466;"Garrulus glandarius";"Garrulus";"Corvidae";"true";"false";"2014-01-25";10224;2014
"Periparus ater";"Mésange noire";534751;"Periparus ater";"Periparus";"Paridae";"true";"false";"2014-01-25";10232;2014
