"nomscientifiqueref";"nomvernaculaire";"cdnom";"espece";"genre";"famille";"especeevalueelr";"especereglementee";"dateobservation";"codeinseecommune";"annee"
"Aegithalos caudatus";"Mésange à longue queue, Orite à longue queue";4342;"Aegithalos caudatus";"Aegithalos";"Aegithalidae";"false";"false";"2014-09-13";10224;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-01-25";10224;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-04-02";52123;2014
"Phoenicurus ochruros";"Rougequeue noir";4035;"Phoenicurus ochruros";"Phoenicurus";"Muscicapidae";"true";"false";"2014-08-20";52123;2014
"Spinus spinus";"Tarin des aulnes";889056;"Spinus spinus";"Spinus";"Fringillidae";"false";"false";"2014-06-29";68278;2014
"Spinus spinus";"Tarin des aulnes";889056;"Spinus spinus";"Spinus";"Fringillidae";"false";"false";"2014-01-26";10190;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"true";"false";"2014-02-15";51266;2014
"Linaria cannabina";"Linotte mélodieuse";889047;"Linaria cannabina";"Linaria";"Fringillidae";"false";"false";"2014-08-03";10104;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-01-01";51266;2014
"Garrulus glandarius";"Geai des chênes";4466;"Garrulus glandarius";"Garrulus";"Corvidae";"true";"false";"2014-01-26";68316;2014
"Columba palumbus";"Pigeon ramier";3424;"Columba palumbus";"Columba";"Columbidae";"true";"false";"2014-05-26";52123;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-01-26";52250;2014
"Poecile palustris";"Mésange nonnette";534753;"Poecile palustris";"Poecile";"Paridae";"true";"false";"2014-10-20";52121;2014
"Picus viridis";"Pic vert, Pivert";3603;"Picus viridis";"Picus";"Picidae";"false";"false";"2014-07-06";10104;2014
"Garrulus glandarius";"Geai des chênes";4466;"Garrulus glandarius";"Garrulus";"Corvidae";"true";"false";"2014-06-27";67388;2014
"Columba livia";"Pigeon biset";3420;"Columba livia";"Columba";"Columbidae";"false";"true";"2014-04-13";8472;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"false";"false";"2014-03-08";51028;2014
"Phoenicurus ochruros";"Rougequeue noir";4035;"Phoenicurus ochruros";"Phoenicurus";"Muscicapidae";"false";"false";"2014-04-27";10190;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"false";"false";"2014-04-27";51454;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-01-05";52250;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-02-20";10343;2014
"Dendrocopos major";"Pic épeiche";3611;"Dendrocopos major";"Dendrocopos";"Picidae";"false";"false";"2014-09-19";68029;2014
"Lophophanes cristatus";"Mésange huppée";534750;"Lophophanes cristatus";"Lophophanes";"Paridae";"true";"false";"2014-05-06";68278;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-06-18";52121;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-03-30";51266;2014
"Corvus corone";"Corneille noire";4503;"Corvus corone";"Corvus";"Corvidae";"true";"false";"2014-09-25";67382;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-02-23";68375;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"false";"false";"2014-01-23";68029;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-01-30";68156;2014
"Aegithalos caudatus";"Mésange à longue queue, Orite à longue queue";4342;"Aegithalos caudatus";"Aegithalos";"Aegithalidae";"true";"false";"2014-04-05";68375;2014
"Troglodytes troglodytes";"Troglodyte mignon";3967;"Troglodytes troglodytes";"Troglodytes";"Troglodytidae";"false";"true";"2014-01-30";51108;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"false";"true";"2014-03-08";68375;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"true";"false";"2014-01-21";52250;2014
"Phoenicurus ochruros";"Rougequeue noir";4035;"Phoenicurus ochruros";"Phoenicurus";"Muscicapidae";"true";"false";"2014-04-23";8039;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-05-24";68316;2014
"Sturnus vulgaris";"Étourneau sansonnet";4516;"Sturnus vulgaris";"Sturnus";"Sturnidae";"true";"false";"2014-05-17";67280;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"true";"false";"2014-03-18";67282;2014
"Serinus serinus";"Serin cini";4571;"Serinus serinus";"Serinus";"Fringillidae";"false";"false";"2014-02-02";68029;2014
"Columba palumbus";"Pigeon ramier";3424;"Columba palumbus";"Columba";"Columbidae";"true";"false";"2014-03-09";10224;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"true";"false";"2014-01-26";51108;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-05-16";67514;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-01-26";51242;2014
"Carduelis carduelis";"Chardonneret élégant";4583;"Carduelis carduelis";"Carduelis";"Fringillidae";"false";"false";"2014-04-09";10387;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"true";"false";"2014-02-08";67280;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-09-07";68029;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"false";"true";"2014-05-25";10104;2014
"Emberiza cirlus";"Bruant zizi";4659;"Emberiza cirlus";"Emberiza";"Emberizidae";"false";"false";"2014-01-25";10224;2014
"Corvus monedula";"Choucas des tours";4496;"Corvus monedula";"Corvus";"Corvidae";"true";"false";"2014-01-17";52250;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-06-04";52250;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-03-02";8105;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-01-26";68154;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-06-14";68256;2014
"Carduelis carduelis";"Chardonneret élégant";4583;"Carduelis carduelis";"Carduelis";"Fringillidae";"false";"false";"2014-06-30";52432;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"false";"false";"2014-01-05";10061;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-03-21";67331;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"true";"false";"2014-03-09";67097;2014
"Garrulus glandarius";"Geai des chênes";4466;"Garrulus glandarius";"Garrulus";"Corvidae";"true";"false";"2014-07-06";51373;2014
"Sylvia atricapilla";"Fauvette à tête noire";4257;"Sylvia atricapilla";"Sylvia";"Sylviidae";"false";"false";"2014-10-10";51242;2014
"Picus viridis";"Pic vert, Pivert";3603;"Picus viridis";"Picus";"Picidae";"true";"false";"2014-07-14";67218;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-01-12";8034;2014
"Garrulus glandarius";"Geai des chênes";4466;"Garrulus glandarius";"Garrulus";"Corvidae";"true";"false";"2014-01-26";68193;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-04-21";67309;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-04-20";10425;2014
"Prunella modularis";"Accenteur mouchet";3978;"Prunella modularis";"Prunella";"Prunellidae";"true";"false";"2014-01-22";51108;2014
"Columba palumbus";"Pigeon ramier";3424;"Columba palumbus";"Columba";"Columbidae";"false";"true";"2014-01-30";67218;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-01-26";10030;2014
"Serinus serinus";"Serin cini";4571;"Serinus serinus";"Serinus";"Fringillidae";"false";"false";"2014-03-28";51249;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-05-25";67331;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-01-30";68029;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-02-16";51373;2014
"Poecile palustris";"Mésange nonnette";534753;"Poecile palustris";"Poecile";"Paridae";"true";"false";"2014-01-05";52250;2014
"Sitta europaea";"Sittelle torchepot";3774;"Sitta europaea";"Sitta";"Sittidae";"false";"false";"2014-09-29";52432;2014
"Carduelis carduelis";"Chardonneret élégant";4583;"Carduelis carduelis";"Carduelis";"Fringillidae";"false";"false";"2014-07-19";51141;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"false";"false";"2014-06-08";10104;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"true";"false";"2014-01-20";51413;2014
"Garrulus glandarius";"Geai des chênes";4466;"Garrulus glandarius";"Garrulus";"Corvidae";"true";"false";"2014-04-01";67280;2014
"Carduelis carduelis";"Chardonneret élégant";4583;"Carduelis carduelis";"Carduelis";"Fringillidae";"true";"false";"2014-09-06";10253;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"false";"false";"2014-03-16";10190;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"false";"false";"2014-05-25";67112;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"false";"false";"2014-02-16";10104;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"false";"false";"2014-01-30";67280;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-12-07";8448;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"true";"false";"2014-12-07";52250;2014
"Delichon urbicum";"Hirondelle de fenêtre";459478;"Delichon urbicum";"Delichon";"Hirundinidae";"true";"false";"2014-06-09";52123;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"true";"false";"2014-12-27";51108;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"true";"false";"2014-01-16";68029;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-06-04";52250;2014
"Pyrrhula pyrrhula";"Bouvreuil pivoine";4619;"Pyrrhula pyrrhula";"Pyrrhula";"Fringillidae";"true";"false";"2014-04-13";68316;2014
"Corvus monedula";"Choucas des tours";4496;"Corvus monedula";"Corvus";"Corvidae";"false";"false";"2014-05-09";52250;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"true";"false";"2014-12-16";51249;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"false";"false";"2014-05-16";8403;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-03-06";52250;2014
"Poecile palustris";"Mésange nonnette";534753;"Poecile palustris";"Poecile";"Paridae";"true";"false";"2014-12-22";52250;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"false";"false";"2014-08-20";52123;2014
"Carduelis carduelis";"Chardonneret élégant";4583;"Carduelis carduelis";"Carduelis";"Fringillidae";"false";"false";"2014-04-12";8039;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-11-10";68029;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"false";"false";"2014-07-13";10104;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"true";"false";"2014-03-24";52121;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-05-08";67280;2014
"Sitta europaea";"Sittelle torchepot";3774;"Sitta europaea";"Sitta";"Sittidae";"true";"false";"2014-06-15";10104;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"true";"false";"2014-06-17";52250;2014
"Motacilla alba";"Bergeronnette grise";3941;"Motacilla alba";"Motacilla";"Motacillidae";"true";"false";"2014-04-18";51047;2014
"Troglodytes troglodytes";"Troglodyte mignon";3967;"Troglodytes troglodytes";"Troglodytes";"Troglodytidae";"true";"false";"2014-07-12";10224;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"false";"false";"2014-11-11";52465;2014
"Certhia brachydactyla";"Grimpereau des jardins";3791;"Certhia brachydactyla";"Certhia";"Certhiidae";"false";"false";"2014-09-13";10224;2014
"Dendrocopos major";"Pic épeiche";3611;"Dendrocopos major";"Dendrocopos";"Picidae";"false";"false";"2014-02-04";67180;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-02-13";51108;2014
"Phoenicurus ochruros";"Rougequeue noir";4035;"Phoenicurus ochruros";"Phoenicurus";"Muscicapidae";"false";"false";"2014-04-06";51249;2014
"Certhia brachydactyla";"Grimpereau des jardins";3791;"Certhia brachydactyla";"Certhia";"Certhiidae";"false";"false";"2014-03-04";52432;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-11-01";52250;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-03-13";52250;2014
"Corvus corone";"Corneille noire";4503;"Corvus corone";"Corvus";"Corvidae";"true";"false";"2014-07-20";10104;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"true";"false";"2014-03-16";67544;2014
"Corvus corone";"Corneille noire";4503;"Corvus corone";"Corvus";"Corvidae";"true";"false";"2014-05-08";67280;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-01-11";51576;2014
"Carduelis carduelis";"Chardonneret élégant";4583;"Carduelis carduelis";"Carduelis";"Fringillidae";"false";"false";"2014-04-18";51047;2014
"Carduelis carduelis";"Chardonneret élégant";4583;"Carduelis carduelis";"Carduelis";"Fringillidae";"false";"false";"2014-01-26";51662;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-01-26";51531;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"false";"true";"2014-06-10";52250;2014
"Aegithalos caudatus";"Mésange à longue queue, Orite à longue queue";4342;"Aegithalos caudatus";"Aegithalos";"Aegithalidae";"false";"false";"2014-02-07";51108;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"true";"false";"2014-01-25";51326;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"true";"false";"2014-03-02";67037;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-03-09";67097;2014
"Columba palumbus";"Pigeon ramier";3424;"Columba palumbus";"Columba";"Columbidae";"true";"false";"2014-03-04";51028;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-03-16";68029;2014
"Phoenicurus ochruros";"Rougequeue noir";4035;"Phoenicurus ochruros";"Phoenicurus";"Muscicapidae";"true";"false";"2014-07-30";51028;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"false";"false";"2014-03-22";8039;2014
"Troglodytes troglodytes";"Troglodyte mignon";3967;"Troglodytes troglodytes";"Troglodytes";"Troglodytidae";"true";"false";"2014-12-28";10425;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"false";"true";"2014-05-18";67382;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"true";"false";"2014-08-03";68029;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-08-06";67331;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-02-28";67131;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-01-04";51530;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"true";"false";"2014-05-25";8385;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"true";"false";"2014-03-17";67382;2014
"Sitta europaea";"Sittelle torchepot";3774;"Sitta europaea";"Sitta";"Sittidae";"false";"false";"2014-02-13";51108;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"false";"false";"2014-02-14";67218;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"true";"false";"2014-01-26";51454;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"false";"true";"2014-01-10";51242;2014
"Certhia brachydactyla";"Grimpereau des jardins";3791;"Certhia brachydactyla";"Certhia";"Certhiidae";"false";"false";"2014-10-29";10224;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-02-11";51028;2014
"Corvus corone";"Corneille noire";4503;"Corvus corone";"Corvus";"Corvidae";"true";"false";"2014-04-27";52250;2014
"Sylvia atricapilla";"Fauvette à tête noire";4257;"Sylvia atricapilla";"Sylvia";"Sylviidae";"false";"false";"2014-10-15";67502;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-03-09";52250;2014
"Troglodytes troglodytes";"Troglodyte mignon";3967;"Troglodytes troglodytes";"Troglodytes";"Troglodytidae";"false";"true";"2014-12-04";51108;2014
"Troglodytes troglodytes";"Troglodyte mignon";3967;"Troglodytes troglodytes";"Troglodytes";"Troglodytidae";"false";"false";"2014-11-15";52123;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"true";"false";"2014-02-02";52125;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"false";"false";"2014-01-22";68058;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-12-29";52250;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"true";"false";"2014-02-28";68058;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-05-29";52250;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-10-28";68304;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"false";"false";"2014-12-18";51028;2014
"Passer montanus";"Moineau friquet";4532;"Passer montanus";"Passer";"Passeridae";"false";"true";"2014-09-30";67502;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"false";"false";"2014-12-28";8191;2014
"Columba livia";"Pigeon biset";3420;"Columba livia";"Columba";"Columbidae";"true";"false";"2014-01-31";68156;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-03-22";51373;2014
"Columba livia";"Pigeon biset";3420;"Columba livia";"Columba";"Columbidae";"false";"true";"2014-01-19";68156;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"false";"true";"2014-02-24";51108;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-11-11";52465;2014
"Corvus corone";"Corneille noire";4503;"Corvus corone";"Corvus";"Corvidae";"true";"false";"2014-05-11";52250;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-01-14";68218;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"false";"false";"2014-03-18";52250;2014
"Passer montanus";"Moineau friquet";4532;"Passer montanus";"Passer";"Passeridae";"true";"false";"2014-05-25";52465;2014
"Prunella modularis";"Accenteur mouchet";3978;"Prunella modularis";"Prunella";"Prunellidae";"false";"false";"2014-03-07";68316;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"true";"false";"2014-11-30";52121;2014
"Sturnus vulgaris";"Étourneau sansonnet";4516;"Sturnus vulgaris";"Sturnus";"Sturnidae";"true";"false";"2014-05-25";8403;2014
"Columba palumbus";"Pigeon ramier";3424;"Columba palumbus";"Columba";"Columbidae";"true";"false";"2014-05-25";52047;2014
"Garrulus glandarius";"Geai des chênes";4466;"Garrulus glandarius";"Garrulus";"Corvidae";"true";"false";"2014-06-08";51266;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-03-17";52250;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-06-21";51108;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"true";"false";"2014-02-07";51108;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"true";"false";"2014-05-25";51135;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-03-16";67544;2014
"Troglodytes troglodytes";"Troglodyte mignon";3967;"Troglodytes troglodytes";"Troglodytes";"Troglodytidae";"false";"false";"2014-12-02";52250;2014
"Carduelis carduelis";"Chardonneret élégant";4583;"Carduelis carduelis";"Carduelis";"Fringillidae";"false";"false";"2014-05-17";67280;2014
"Passer montanus";"Moineau friquet";4532;"Passer montanus";"Passer";"Passeridae";"true";"false";"2014-11-22";67501;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"true";"false";"2014-01-26";8328;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-09-21";10104;2014
"Carduelis carduelis";"Chardonneret élégant";4583;"Carduelis carduelis";"Carduelis";"Fringillidae";"false";"false";"2014-03-16";51266;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-10-16";51108;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-10-26";51242;2014
"Pyrrhula pyrrhula";"Bouvreuil pivoine";4619;"Pyrrhula pyrrhula";"Pyrrhula";"Fringillidae";"true";"false";"2014-05-16";67514;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-04-27";51454;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"true";"false";"2014-01-31";68029;2014
"Accipiter nisus";"Épervier d'Europe";2895;"Accipiter nisus";"Accipiter";"Accipitridae";"false";"false";"2014-07-10";67544;2014
"Hirundo rustica";"Hirondelle rustique, Hirondelle de cheminée";3696;"Hirundo rustica";"Hirundo";"Hirundinidae";"false";"true";"2014-08-10";68029;2014
"Garrulus glandarius";"Geai des chênes";4466;"Garrulus glandarius";"Garrulus";"Corvidae";"true";"false";"2014-02-19";8105;2014
"Picus viridis";"Pic vert, Pivert";3603;"Picus viridis";"Picus";"Picidae";"false";"false";"2014-05-24";10104;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-01-25";51449;2014
"Corvus corone";"Corneille noire";4503;"Corvus corone";"Corvus";"Corvidae";"true";"false";"2014-01-04";67544;2014
"Phylloscopus collybita";"Pouillot véloce";4280;"Phylloscopus collybita";"Phylloscopus";"Phylloscopidae";"true";"false";"2014-06-03";51028;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-12-10";52265;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"false";"false";"2014-01-05";51328;2014
"Certhia brachydactyla";"Grimpereau des jardins";3791;"Certhia brachydactyla";"Certhia";"Certhiidae";"false";"false";"2014-04-06";10224;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-08-25";68029;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"true";"false";"2014-01-27";8420;2014
"Phoenicurus ochruros";"Rougequeue noir";4035;"Phoenicurus ochruros";"Phoenicurus";"Muscicapidae";"true";"false";"2014-10-18";52121;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-10-30";8196;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-09-11";67382;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"true";"false";"2014-10-12";51028;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"true";"false";"2014-02-01";52250;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-02-12";10224;2014
"Dendrocopos major";"Pic épeiche";3611;"Dendrocopos major";"Dendrocopos";"Picidae";"true";"false";"2014-12-26";52250;2014
"Sturnus vulgaris";"Étourneau sansonnet";4516;"Sturnus vulgaris";"Sturnus";"Sturnidae";"true";"false";"2014-06-03";57205;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"false";"true";"2014-11-27";52250;2014
"Carduelis carduelis";"Chardonneret élégant";4583;"Carduelis carduelis";"Carduelis";"Fringillidae";"true";"false";"2014-03-17";51508;2014
"Troglodytes troglodytes";"Troglodyte mignon";3967;"Troglodytes troglodytes";"Troglodytes";"Troglodytidae";"false";"true";"2014-02-19";8408;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-02-02";52121;2014
